property_type,price: ,sleeping_rooms,area
house,541172,5,224m2
house,333861,3,163m2
appartment,857679,2,214m2
appartment,27303,5,130m2
appartment,984018,3,183m2
appartment,578602,5,202m2
house,700892,3,158m2
appartment,251145,5,228m2
house,664093,2,205m2
appartment,996158,3,148m2
appartment,357520,4,218m2
house,220923,2,134m2
house,784348,5,230m2
house,23541,2,218m2
appartment,822734,4,216m2
appartment,956016,2,239m2
appartment,492122,5,220m2
house,201442,2,229m2
appartment,133439,2,197m2
appartment,194257,2,183m2
appartment,309656,3,166m2
house,746911,3,169m2
appartment,44034,3,157m2
appartment,812128,4,176m2
house,894161,4,131m2
house,311466,2,143m2
appartment,650302,4,185m2
house,675789,3,175m2
appartment,96559,3,213m2
house,598529,3,203m2
appartment,873412,2,210m2
appartment,441315,5,142m2
appartment,418140,3,240m2
house,184027,4,143m2
house,512305,5,183m2
house,618861,4,209m2
appartment,269243,3,152m2
appartment,585830,4,201m2
appartment,368701,5,222m2
appartment,85997,3,168m2
house,51504,3,225m2
appartment,605500,4,185m2
appartment,140452,4,132m2
house,821958,3,156m2
appartment,233509,3,249m2
appartment,365333,2,226m2
house,369759,4,204m2
appartment,37659,5,196m2
appartment,718870,4,213m2
appartment,903953,5,194m2
appartment,886852,4,241m2
appartment,61717,4,158m2
appartment,93686,2,239m2
appartment,680438,2,135m2
appartment,340782,3,210m2
appartment,965368,5,180m2
appartment,178330,2,218m2
house,921137,2,242m2
appartment,563987,4,184m2
appartment,586399,2,173m2
house,401242,3,182m2
appartment,338365,3,195m2
appartment,605749,4,241m2
house,755121,2,225m2
appartment,79383,2,223m2
appartment,797476,4,239m2
house,778278,4,199m2
appartment,339223,5,219m2
appartment,923158,2,144m2
appartment,404275,5,242m2
appartment,599577,5,238m2
appartment,385687,5,226m2
house,984810,2,236m2
house,998238,3,220m2
appartment,424667,2,250m2
appartment,519066,4,221m2
house,25601,2,132m2
appartment,357081,2,199m2
appartment,76281,3,140m2
appartment,534583,5,214m2
house,97706,3,226m2
appartment,330031,3,218m2
appartment,864443,2,139m2
appartment,708061,4,151m2
house,329663,2,246m2
house,961684,4,227m2
appartment,83673,3,154m2
house,799771,3,249m2
house,119613,3,244m2
house,841129,4,155m2
appartment,38164,2,182m2
appartment,211540,3,131m2
house,506620,4,221m2
house,17217,5,155m2
house,568160,4,243m2
house,638469,4,207m2
house,913888,4,134m2
house,586205,2,207m2
house,650582,3,165m2
house,889435,2,174m2
appartment,73605,3,210m2
appartment,715434,3,163m2
house,477694,2,158m2
appartment,847524,5,228m2
appartment,195554,2,194m2
appartment,115058,4,154m2
appartment,757923,3,149m2
appartment,458003,2,211m2
appartment,197036,5,167m2
house,384965,3,182m2
appartment,996280,3,194m2
house,576580,4,238m2
house,140352,2,177m2
appartment,781970,4,201m2
house,887610,5,133m2
house,33388,2,178m2
appartment,226128,5,231m2
appartment,394367,5,172m2
house,423133,3,188m2
house,336342,2,199m2
appartment,390331,3,228m2
appartment,458067,5,144m2
appartment,797076,2,134m2
house,158836,3,206m2
appartment,328581,3,203m2
house,852961,5,194m2
appartment,389612,4,237m2
appartment,188395,4,225m2
appartment,779429,5,196m2
appartment,408134,3,221m2
house,948180,3,130m2
house,227744,3,141m2
appartment,213420,5,238m2
appartment,121173,2,131m2
appartment,835086,2,185m2
appartment,19556,3,136m2
appartment,638608,5,187m2
house,57989,4,177m2
appartment,66946,4,233m2
appartment,509332,4,142m2
appartment,875505,3,217m2
house,908259,3,145m2
house,457826,4,130m2
appartment,818323,4,168m2
house,525248,3,188m2
appartment,539109,3,145m2
appartment,190303,4,194m2
house,816398,2,250m2
house,141924,5,171m2
house,758022,4,171m2
appartment,861855,3,208m2
appartment,168220,4,177m2
appartment,797175,4,195m2
appartment,548603,5,147m2
appartment,275568,5,136m2
appartment,404563,4,176m2
appartment,257434,5,201m2
house,247087,4,182m2
appartment,357228,4,239m2
appartment,2478,4,222m2
house,39042,4,193m2
appartment,348146,3,232m2
appartment,405514,2,163m2
house,971175,2,234m2
appartment,523215,2,140m2
house,838875,5,185m2
appartment,314815,3,167m2
house,715973,3,182m2
appartment,780423,5,168m2
house,441246,5,196m2
appartment,418050,4,176m2
appartment,301799,3,209m2
appartment,588304,2,197m2
appartment,352866,2,138m2
appartment,455127,2,153m2
appartment,989827,3,235m2
house,446387,3,150m2
house,909095,5,151m2
appartment,635618,2,147m2
house,212817,5,156m2
appartment,900125,4,189m2
house,369401,5,178m2
house,794420,2,181m2
appartment,626200,4,165m2
house,472998,3,164m2
house,733513,2,208m2
appartment,116816,2,196m2
house,355264,4,188m2
appartment,491429,5,244m2
appartment,785928,4,152m2
house,391632,3,230m2
appartment,440210,4,143m2
house,264541,5,176m2
house,730875,4,229m2
appartment,567221,5,164m2
house,365101,3,220m2
house,855853,2,250m2
house,75659,2,205m2
house,181033,5,142m2
appartment,775521,5,161m2
house,2674,4,229m2
appartment,742825,4,132m2
house,480347,2,189m2
house,641737,4,238m2
house,24069,4,158m2
house,459015,5,243m2
appartment,962555,5,249m2
appartment,523380,2,188m2
appartment,967778,2,147m2
appartment,995888,4,230m2
appartment,431327,2,171m2
appartment,38918,2,191m2
appartment,929849,2,142m2
appartment,321876,3,131m2
appartment,425371,3,231m2
appartment,99676,5,218m2
house,539255,4,136m2
appartment,409404,3,187m2
house,471009,4,213m2
appartment,169376,4,247m2
house,598154,2,132m2
appartment,891194,4,152m2
appartment,596928,5,246m2
appartment,782359,4,218m2
house,926265,3,175m2
appartment,14025,4,217m2
house,541460,3,148m2
appartment,360337,2,130m2
appartment,991361,2,190m2
house,424566,3,249m2
house,787481,5,205m2
appartment,195887,4,245m2
appartment,288360,4,144m2
appartment,462994,2,142m2
appartment,699106,3,181m2
appartment,208836,2,202m2
appartment,516138,5,142m2
appartment,204796,5,205m2
house,438495,2,231m2
appartment,701394,3,176m2
appartment,477364,5,175m2
appartment,682095,2,218m2
house,482721,2,149m2
appartment,710992,3,230m2
appartment,657894,3,141m2
appartment,183731,2,208m2
house,475588,4,144m2
appartment,836637,5,144m2
house,348971,2,144m2
appartment,619445,4,170m2
appartment,572308,3,214m2
house,102520,5,166m2
house,730064,3,148m2
appartment,369222,5,230m2
appartment,227407,2,228m2
appartment,107840,4,199m2
house,440166,5,151m2
appartment,698967,4,216m2
appartment,678774,3,198m2
house,734371,5,181m2
appartment,164158,2,168m2
appartment,596514,3,214m2
appartment,285309,5,203m2
appartment,186927,2,158m2
appartment,775770,2,218m2
appartment,406021,5,191m2
appartment,883055,5,152m2
appartment,271193,5,239m2
house,627130,2,179m2
appartment,208468,5,244m2
appartment,446000,3,137m2
house,974899,5,214m2
appartment,16420,4,130m2
appartment,69947,4,130m2
appartment,65509,2,240m2
house,521471,2,182m2
appartment,395631,4,207m2
appartment,437542,4,242m2
appartment,876812,2,246m2
appartment,618468,5,200m2
appartment,604399,5,194m2
appartment,35627,3,161m2
house,882914,3,158m2
appartment,137599,3,159m2
appartment,662595,3,244m2
house,907156,3,212m2
appartment,661589,2,183m2
appartment,875786,2,154m2
appartment,760808,2,154m2
appartment,759529,5,158m2
appartment,261291,5,192m2
appartment,499483,5,151m2
appartment,249792,2,212m2
house,380014,3,185m2
appartment,556396,4,140m2
appartment,93134,2,220m2
appartment,296610,5,220m2
house,868647,4,175m2
appartment,774253,2,221m2
house,151392,4,153m2
appartment,964048,4,165m2
house,413819,2,171m2
house,360902,2,138m2
appartment,183241,5,143m2
appartment,479575,2,162m2
house,245594,5,206m2
appartment,852959,5,185m2
house,559816,5,135m2
house,36391,3,169m2
appartment,666769,5,175m2
appartment,248957,3,195m2
house,826884,4,166m2
house,164572,4,230m2
house,811779,2,145m2
appartment,115802,3,134m2
house,23443,3,197m2
house,317159,4,167m2
appartment,916059,2,151m2
appartment,61620,4,142m2
appartment,517398,3,239m2
appartment,366879,2,159m2
appartment,999656,2,140m2
appartment,671778,4,198m2
appartment,210648,2,168m2
appartment,595921,2,228m2
appartment,440925,5,140m2
house,196742,2,212m2
appartment,491282,4,226m2
appartment,321095,2,204m2
appartment,281299,5,180m2
appartment,449781,5,194m2
appartment,175594,2,247m2
appartment,873192,2,174m2
appartment,814068,2,235m2
appartment,464659,3,134m2
house,127111,4,166m2
appartment,209973,2,223m2
appartment,953769,3,229m2
appartment,850052,2,141m2
appartment,612578,4,167m2
appartment,443522,3,133m2
appartment,904992,3,233m2
house,334104,2,144m2
appartment,400713,2,217m2
appartment,867304,4,145m2
appartment,249713,3,229m2
house,504482,3,226m2
appartment,519478,5,240m2
appartment,21282,4,141m2
house,690074,2,241m2
house,50609,2,242m2
appartment,997198,5,211m2
appartment,673000,4,190m2
house,837196,2,199m2
appartment,119727,4,250m2
appartment,40620,2,174m2
appartment,359283,4,219m2
appartment,624421,3,172m2
appartment,891017,5,155m2
appartment,651588,2,161m2
house,93158,3,241m2
appartment,769291,4,247m2
house,409317,3,147m2
appartment,787747,2,164m2
appartment,947865,3,156m2
appartment,915747,5,215m2
house,579905,2,212m2
appartment,931013,5,194m2
appartment,461780,5,136m2
house,744861,2,156m2
appartment,81441,3,242m2
appartment,319433,2,193m2
appartment,788981,2,197m2
house,187727,3,141m2
appartment,930324,3,224m2
appartment,310738,2,218m2
house,925486,4,141m2
appartment,843481,3,173m2
house,708759,5,221m2
appartment,489265,3,218m2
appartment,964784,5,249m2
appartment,766104,4,162m2
appartment,902980,4,161m2
house,251652,3,219m2
appartment,507569,2,197m2
appartment,270972,4,215m2
house,865522,4,208m2
house,853372,4,154m2
appartment,457303,3,238m2
house,95263,2,189m2
house,993213,5,158m2
appartment,755391,5,166m2
house,782670,5,219m2
house,831448,2,206m2
house,328312,2,188m2
house,929729,5,241m2
appartment,473178,3,248m2
appartment,109178,3,229m2
appartment,61481,4,146m2
house,184171,2,198m2
appartment,629855,3,227m2
house,8360,2,227m2
house,750085,5,161m2
appartment,809697,3,192m2
appartment,596840,4,218m2
appartment,40665,2,155m2
appartment,421363,4,237m2
house,113749,2,232m2
house,855439,5,166m2
house,99589,3,170m2
appartment,387493,3,173m2
appartment,334269,5,213m2
appartment,188363,4,219m2
house,181358,4,175m2
appartment,944697,2,165m2
appartment,487461,5,135m2
house,965657,2,149m2
house,568464,4,148m2
appartment,597754,5,187m2
appartment,889345,4,243m2
appartment,490148,3,248m2
appartment,966582,4,203m2
appartment,479428,5,159m2
appartment,51452,5,242m2
appartment,280322,2,187m2
appartment,978929,4,177m2
house,533184,4,183m2
appartment,165984,3,245m2
appartment,492640,4,181m2
appartment,320956,5,205m2
appartment,80118,4,147m2
house,525888,3,206m2
appartment,986064,3,218m2
appartment,62229,2,180m2
house,591331,2,200m2
house,601671,3,130m2
appartment,854226,5,224m2
appartment,683375,4,233m2
appartment,629229,2,223m2
house,418554,4,149m2
house,434106,5,184m2
house,46258,2,141m2
appartment,317017,4,158m2
appartment,554007,2,235m2
house,515986,4,211m2
appartment,239633,4,222m2
appartment,565287,2,198m2
appartment,273135,5,141m2
appartment,641765,4,132m2
house,403739,2,168m2
house,554871,3,218m2
appartment,91318,3,199m2
house,237365,2,216m2
appartment,20888,3,206m2
house,697771,3,178m2
house,278226,4,210m2
appartment,131366,5,206m2
house,705311,2,160m2
appartment,815601,5,246m2
appartment,824316,3,246m2
appartment,876173,4,220m2
appartment,659154,2,203m2
house,168064,2,215m2
appartment,550829,2,239m2
appartment,512903,3,178m2
appartment,632212,5,201m2
house,536253,5,240m2
house,257997,2,184m2
appartment,214533,3,156m2
house,836447,2,157m2
house,968607,2,149m2
appartment,970099,4,199m2
house,355772,3,166m2
house,262544,3,148m2
appartment,433732,5,175m2
appartment,129117,4,144m2
house,628402,3,185m2
appartment,470150,2,241m2
appartment,680197,4,222m2
appartment,225165,4,190m2
appartment,265774,4,151m2
appartment,7820,3,230m2
appartment,407923,5,221m2
appartment,162360,3,147m2
house,70806,4,174m2
appartment,678908,5,175m2
house,358188,2,237m2
appartment,471354,4,172m2
house,578265,2,143m2
appartment,256931,4,222m2
appartment,823784,2,220m2
house,710127,5,138m2
house,718108,4,180m2
appartment,601940,2,193m2
appartment,856001,5,222m2
appartment,286793,5,201m2
appartment,176335,5,236m2
appartment,931603,2,161m2
appartment,527858,3,148m2
house,583220,3,157m2
appartment,86603,2,209m2
house,475378,5,221m2
house,465040,5,163m2
house,972709,5,222m2
appartment,970957,4,224m2
house,879158,3,177m2
appartment,920844,3,141m2
house,919743,4,159m2
appartment,236709,3,137m2
appartment,655151,2,194m2
house,127251,3,180m2
appartment,495807,4,216m2
appartment,984239,3,153m2
appartment,712326,5,137m2
appartment,876704,4,210m2
appartment,44863,2,161m2
appartment,934346,5,188m2
appartment,247022,2,153m2
appartment,544752,5,218m2
appartment,875571,3,242m2
house,314484,4,168m2
appartment,827261,5,217m2
appartment,152427,5,134m2
appartment,719364,4,182m2
appartment,930841,5,218m2
house,350063,4,210m2
house,499584,3,237m2
appartment,941774,4,183m2
appartment,222469,5,244m2
appartment,763014,3,233m2
house,248436,3,204m2
house,521035,4,248m2
house,982447,2,133m2
appartment,559074,2,157m2
appartment,129297,3,234m2
house,110613,3,247m2
house,77863,4,210m2
appartment,749015,3,143m2
appartment,97798,5,246m2
appartment,394077,3,199m2
appartment,965325,3,208m2
appartment,184389,4,196m2
appartment,142010,2,152m2
house,54326,5,206m2
house,992550,3,176m2
appartment,264214,4,138m2
house,71349,2,188m2
appartment,38806,4,133m2
house,659464,5,179m2
appartment,440367,5,165m2
appartment,6833,5,221m2
appartment,631696,4,149m2
house,503512,4,241m2
appartment,870173,4,160m2
appartment,969693,4,219m2
appartment,190228,2,173m2
appartment,110731,2,139m2
appartment,626567,2,161m2
appartment,386675,2,199m2
appartment,569062,2,186m2
appartment,882199,2,132m2
house,588653,3,143m2
appartment,635063,2,248m2
appartment,516464,3,213m2
appartment,374588,2,208m2
house,522650,4,215m2
appartment,819919,4,138m2
house,130520,4,199m2
appartment,984055,5,198m2
appartment,184603,3,167m2
appartment,206009,4,207m2
appartment,993092,4,168m2
appartment,252287,3,168m2
appartment,605782,5,190m2
appartment,56050,3,160m2
appartment,392300,3,224m2
appartment,867346,4,212m2
appartment,971812,3,145m2
house,960315,2,234m2
appartment,394661,3,231m2
appartment,127254,5,160m2
appartment,570323,4,162m2
appartment,573215,4,173m2
house,455656,3,182m2
appartment,495391,2,192m2
appartment,660296,2,192m2
house,874539,4,144m2
appartment,866713,4,149m2
appartment,576880,3,189m2
appartment,151970,4,158m2
appartment,117176,2,225m2
appartment,323672,2,182m2
appartment,267720,5,144m2
appartment,474233,5,144m2
appartment,302828,5,215m2
appartment,707348,4,183m2
appartment,14224,4,152m2
appartment,170802,4,190m2
appartment,40182,3,193m2
appartment,358780,3,241m2
appartment,208134,2,134m2
house,788773,4,185m2
appartment,848828,3,136m2
appartment,169653,3,136m2
house,551709,3,166m2
appartment,955723,2,146m2
appartment,903524,5,242m2
appartment,577952,3,147m2
appartment,305495,5,230m2
house,113684,3,192m2
appartment,303924,3,205m2
appartment,846491,3,162m2
appartment,879297,2,236m2
appartment,597663,2,224m2
appartment,254296,3,223m2
appartment,13868,4,249m2
appartment,718043,5,140m2
appartment,3217,5,184m2
house,429431,5,159m2
appartment,407063,2,249m2
appartment,256952,3,250m2
house,294625,4,211m2
appartment,178520,3,157m2
appartment,981131,2,133m2
appartment,18115,3,182m2
appartment,43536,5,237m2
appartment,670625,5,146m2
appartment,14614,4,179m2
house,800476,2,203m2
appartment,661070,2,158m2
house,69664,4,157m2
appartment,767838,2,185m2
house,198572,2,157m2
appartment,803707,4,198m2
appartment,751077,4,208m2
appartment,757982,2,174m2
house,976065,4,209m2
house,311168,2,196m2
appartment,487722,2,168m2
appartment,139445,5,191m2
house,888362,5,157m2
house,659082,2,205m2
appartment,799451,4,148m2
house,55163,4,170m2
appartment,748777,3,194m2
house,236589,3,131m2
appartment,159009,3,161m2
house,227124,5,232m2
house,167572,5,162m2
appartment,22288,3,245m2
appartment,179641,4,217m2
appartment,723272,4,185m2
appartment,462387,5,232m2
house,758158,3,177m2
house,538749,4,147m2
house,235838,3,205m2
appartment,860614,3,222m2
appartment,259831,5,150m2
house,147392,2,133m2
house,277401,3,134m2
house,892454,3,168m2
appartment,467966,3,246m2
appartment,977788,3,174m2
house,255724,3,157m2
house,58803,5,142m2
appartment,944436,5,167m2
appartment,942500,4,245m2
appartment,599119,3,245m2
appartment,627499,2,232m2
appartment,869486,3,158m2
appartment,392254,3,238m2
appartment,389840,2,245m2
appartment,408331,4,237m2
appartment,254818,2,147m2
appartment,278154,5,231m2
appartment,353097,3,222m2
house,288174,2,242m2
house,295554,5,139m2
house,935591,5,162m2
house,92098,4,192m2
appartment,105773,3,156m2
house,523619,3,194m2
appartment,785911,5,149m2
appartment,870889,4,161m2
appartment,100373,5,152m2
house,640990,5,180m2
appartment,62961,5,229m2
appartment,814872,4,190m2
appartment,792882,5,218m2
appartment,251691,3,206m2
appartment,210687,2,164m2
appartment,509688,4,216m2
appartment,51059,3,198m2
appartment,446760,2,214m2
appartment,499459,3,140m2
appartment,128501,5,236m2
appartment,965105,4,190m2
appartment,852593,3,180m2
appartment,372957,3,154m2
appartment,527365,3,209m2
appartment,242224,2,196m2
appartment,150360,2,154m2
house,830475,2,239m2
house,547367,2,246m2
appartment,378122,4,234m2
house,717550,3,168m2
house,145081,5,248m2
house,947458,2,208m2
appartment,96993,3,165m2
appartment,896179,3,184m2
appartment,37815,3,196m2
appartment,442967,5,166m2
appartment,783333,4,213m2
appartment,159622,5,215m2
house,774699,2,173m2
house,964232,2,231m2
house,730585,5,182m2
appartment,66736,3,156m2
appartment,584507,5,178m2
appartment,225574,4,178m2
appartment,679407,3,240m2
appartment,614584,2,212m2
appartment,664827,4,164m2
house,470268,5,193m2
appartment,945656,2,163m2
